3713	240	209	203
3831	182	70	78
3743	202	195	203
341	171	188	219
761	242	191	184
777	138	55	59
3042	180	167	176
156	139	154	197
760	238	158	149
819	237	226	220
3041	146	121	128
340	152	158	212
3712	223	131	120
818	239	216	212
3740	124	98	102
155	144	139	195
3328	210	108	98
776	240	185	186
3836	185	145	173
3746	125	123	185
347	190	76	66
3326	239	171	176
3835	152	108	139
333	110	100	167
353	242	202	180
899	230	129	148
3834	113	73	96
157	171	194	222
352	244	169	144
335	216	105	123
3806	226	128	165
794	146	175	205
351	230	120	99
309	184	67	81
3805	213	87	134
793	119	142	182
350	220	91	75
326	169	53	62
3804	200	70	115
792	88	101	158
349	194	49	49
151	242	188	197
605	242	186	211
158	70	80	130
817	176	43	35
3354	227	165	170
604	236	154	185
791	66	71	121
3708	245	167	182
3733	221	142	152
603	235	128	167
3807	104	122	171
3706	248	131	142
3731	202	106	124
602	215	83	126
3840	168	196	229
3705	229	91	94
3350	185	85	105
601	205	68	108
3839	130	154	206
38010	232	68	78
150	159	56	69
600	181	55	86
3838	107	131	190
666	209	38	39
3689	234	182	200
3609	233	175	211
800	174	207	228
321	177	39	42
3688	211	136	155
3608	223	146	189
809	145	177	219
304	158	51	50
3687	185	101	123
3607	191	99	147
799	121	158	202
498	153	52	49
3803	146	73	91
718	169	67	114
798	76	113	179
816	151	62	59
3685	124	61	68
917	155	69	106
797	65	87	148
815	134	57	50
225	236	217	207
915	126	52	73
796	48	66	127
814	113	57	51
224	223	179	166
153	222	188	217
820	40	57	117
894	244	148	167
152	207	162	150
554	206	168	204
828	192	223	226
893	241	114	134
223	187	129	123
553	162	120	170
162	189	219	230
892	240	96	111
3722	178	108	103
552	136	92	144
827	173	209	229
891	229	69	91
3721	159	87	78
550	81	57	87
813	131	176	205
957	246	162	181
221	136	66	56
211	212	195	228
826	94	145	188
956	238	102	136
778	218	183	182
210	201	175	221
825	64	112	161
963	241	206	210
3727	213	171	178
209	182	147	195
824	59	98	146
3716	241	174	186
316	191	136	156
208	152	112	172
3756	221	233	231
962	228	138	155
3726	159	109	109
3837	135	93	155
775	206	228	232
961	220	116	133
315	142	93	92
327	122	85	119
3841	184	213	226
3833	226	132	141
3802	123	68	75
154	77	46	61
3325	163	196	224
3832	212	96	107
902	107	59	51
3747	204	213	231
3755	145	182	214
334	109	152	189
3809	47	121	130
924	66	96	92
905	88	135	47
322	88	128	175
3808	41	97	107
955	187	233	193
904	73	116	53
312	56	97	137
3849	99	171	163
954	144	209	158
472	193	206	123
803	44	73	111
3848	60	143	133
913	123	198	146
471	149	174	88
311	48	80	111
3847	29	111	102
912	95	183	132
470	136	160	64
336	52	70	97
964	157	221	213
911	62	158	102
469	100	125	55
823	47	56	74
959	104	193	178
910	33	135	81
937	93	113	54
936	86	100	50
909	23	118	71
958	76	178	160
939	39	45	52
3753	196	218	224
3812	6	144	129
3818	20	104	64
935	73	92	59
934	62	74	49
966	167	206	175
3851	72	174	147
3752	172	199	209
932	143	174	185
943	27	153	127
369	196	226	180
3053	162	173	128
3052	143	154	109
368	152	193	139
3850	16	135	105
931	103	137	151
930	67	94	103
993	120	190	167
320	113	160	114
3051	98	107	64
524	173	181	151
367	88	138	93
992	87	169	146
3750	47	77	93
996	45	164	227
3814	51	138	118
319	53	99	61
523	162	179	141
522	142	162	125
890	39	82	47
991	36	122	101
3843	0	126	201
